age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,target
31,4,220669,13,0,3,3,0,1,6849,0,40,0,0
36,2,91716,12,1,6,1,0,0,0,0,45,0,0
32,1,112115,7,1,10,1,0,0,0,0,70,0,1
49,2,220978,8,1,10,1,0,0,0,0,44,0,0
40,2,121012,8,1,8,1,0,0,0,0,40,0,0
41,2,242804,8,1,6,1,0,0,0,0,40,0,0
51,1,192654,13,6,1,4,0,0,0,0,50,0,0
45,2,111706,1,0,8,4,2,1,0,0,40,36,0
41,2,174196,12,1,0,2,1,1,0,0,40,0,0
54,2,312500,12,0,4,0,0,1,0,0,40,0,0
19,2,39623,12,0,5,3,0,1,0,0,25,0,0
36,2,355468,5,4,5,0,0,0,0,0,40,0,0
45,0,62726,12,2,4,0,0,1,0,0,40,0,0
58,3,75867,8,1,9,1,0,0,0,0,40,0,0
34,2,111567,12,0,1,0,0,0,0,0,40,0,1
58,2,112945,11,1,1,1,0,0,0,0,40,0,0
53,2,191389,8,2,1,0,0,1,0,0,40,0,0
42,2,208584,10,4,5,0,1,1,0,0,40,0,0
49,2,99340,2,4,8,4,0,1,0,0,40,21,0
54,1,308087,14,2,3,0,0,0,0,0,30,0,0
64,2,166843,8,6,4,5,0,0,0,0,28,0,0
31,2,103573,12,1,4,1,0,0,0,0,45,0,0
28,2,264735,14,0,0,0,2,0,0,0,50,3,0
58,1,281792,12,1,5,1,0,0,0,0,60,0,0
52,2,184081,3,1,8,1,1,0,0,0,40,2,0
22,2,381741,8,1,9,1,0,0,0,0,40,0,0
58,2,98630,14,1,3,1,0,0,0,0,40,0,1
25,2,161631,12,1,10,1,0,0,0,0,40,0,0
33,2,152591,12,2,1,3,0,1,0,0,40,0,0
69,1,150080,8,1,7,1,0,0,0,0,40,0,0
18,2,278141,6,1,4,1,0,0,0,0,35,0,0
48,1,229328,7,6,5,4,2,1,0,0,40,27,0
26,2,278916,12,4,2,3,1,0,0,0,20,0,0
43,3,421871,13,0,0,0,1,0,6849,0,50,0,0
35,2,164193,12,0,6,0,0,0,0,0,40,0,0
33,1,189265,12,0,4,0,0,1,0,0,5,0,0
52,2,384959,12,1,6,1,0,0,0,0,36,0,1
62,2,67320,8,6,4,5,1,1,0,0,40,0,0
50,2,174655,13,1,10,1,0,0,0,1887,40,0,1
30,4,327203,8,1,4,1,0,0,0,0,40,0,0
25,2,51148,8,2,0,5,0,1,0,0,40,0,0
19,2,287380,12,0,2,3,0,0,0,0,27,0,0
58,2,131608,13,1,5,1,0,0,0,0,55,0,1
28,2,259609,8,0,10,3,0,0,0,0,50,0,0
33,2,104509,13,0,3,4,0,1,0,0,40,0,0
51,2,203435,8,2,5,0,0,1,0,0,40,0,0
27,2,148429,8,1,6,1,0,0,0,0,60,0,0
26,2,106950,12,0,10,0,1,0,0,0,40,0,0
19,2,87402,12,0,10,0,0,0,0,0,40,0,0
32,2,265638,12,1,11,1,1,0,0,0,60,0,0
27,2,430710,8,4,5,3,0,0,0,0,40,0,0
50,3,193116,8,1,1,1,0,0,0,0,40,0,1
29,2,94880,12,3,10,5,0,0,0,0,40,4,0
67,2,186427,13,1,1,1,0,0,0,0,45,0,0
53,2,348287,8,2,10,5,0,0,0,0,40,0,0
58,2,77498,8,1,5,1,0,0,0,0,60,0,0
47,2,199058,12,1,3,1,0,0,0,0,40,0,1
30,2,156464,8,0,5,3,0,0,0,0,40,9,0
45,2,131309,13,0,10,0,0,0,0,0,32,0,0
41,2,99679,5,1,10,1,0,0,0,0,40,0,0
26,2,136309,10,0,9,0,0,0,0,0,50,0,0
27,2,294451,6,1,7,1,0,0,0,0,40,0,0
44,2,104719,10,0,0,0,0,0,0,0,38,0,0
72,1,207889,3,1,7,1,0,0,0,0,50,0,0
24,2,215890,8,1,0,1,0,0,0,0,40,0,0
34,2,341239,8,0,6,3,1,0,0,0,40,0,0
66,1,58326,6,2,4,0,0,1,0,0,40,0,1
35,2,176544,12,2,5,0,0,0,0,1741,50,0,0
37,2,216149,6,1,10,1,0,0,0,0,45,0,0
65,2,274637,4,1,11,1,0,0,0,0,16,0,0
35,2,268292,11,1,5,1,0,0,0,0,65,0,0
43,2,343061,12,1,5,1,0,0,0,0,50,1,0
46,4,481258,13,1,0,1,0,0,0,0,45,0,1
17,2,181129,5,0,5,3,0,1,0,0,10,0,0
48,2,235891,8,0,4,0,0,0,0,0,40,5,0
33,1,41210,13,1,7,1,0,0,0,0,75,0,0
31,4,152109,12,1,0,1,0,0,0,0,30,0,0
28,2,114072,8,1,1,1,0,0,0,0,40,0,1
30,2,83066,8,1,6,1,1,0,0,0,30,0,0
18,2,110230,6,0,2,3,0,0,0,0,5,0,0
33,5,137421,8,1,5,1,2,0,0,0,45,27,0
46,5,222829,14,1,1,1,0,0,0,0,60,0,1
50,0,89652,14,6,3,4,0,1,0,0,60,0,0
43,5,375807,13,1,5,1,0,0,0,1977,60,0,1
29,2,184224,8,0,6,3,0,0,0,0,40,0,0
18,2,54639,8,0,7,3,0,0,0,0,40,0,0
47,5,77764,13,1,3,1,0,0,0,0,60,0,1
28,2,61523,8,2,1,0,0,0,0,0,55,0,0
60,1,54614,11,1,4,2,0,1,0,0,40,0,0
25,2,267594,12,1,0,2,0,1,0,0,40,0,0
19,2,140499,8,0,11,5,0,0,0,0,40,0,0
35,2,73471,8,1,2,1,0,0,0,0,40,0,0
41,3,33487,12,2,0,5,3,1,0,0,38,0,0
69,1,165814,12,1,1,1,0,0,0,0,35,0,0
44,0,46221,15,0,3,0,0,0,0,0,45,0,1
49,5,172246,13,1,5,1,0,0,99999,0,40,0,1
31,3,148207,8,1,11,1,0,0,0,0,53,0,0
36,2,389725,13,1,9,1,0,0,7298,0,40,9,1
33,2,343519,12,0,4,0,0,1,0,0,25,0,0
35,2,67317,10,0,2,0,0,0,0,0,50,0,0
53,1,257728,8,1,10,1,0,0,0,0,50,0,1
32,2,264554,12,1,9,1,0,0,0,0,40,0,1
26,2,224567,6,0,5,0,0,0,0,0,45,0,0
40,2,24038,13,0,1,0,0,1,0,0,55,0,0
35,2,210945,14,1,3,1,0,0,0,0,60,0,1
52,1,123727,8,4,1,0,0,0,0,0,60,0,0
18,2,138266,8,0,0,3,0,1,0,0,25,0,0
58,2,147098,9,1,3,1,0,0,15024,0,60,0,1
26,2,211695,8,1,0,1,0,0,0,0,40,0,0
33,1,196480,8,1,10,1,1,0,0,0,40,0,0
39,2,373699,14,2,1,0,0,0,0,0,40,0,0
47,2,189680,13,0,5,3,0,0,0,0,40,0,0
33,2,342458,8,0,10,0,0,0,0,0,40,0,0
28,2,161155,12,0,10,4,0,0,0,0,48,0,0
48,4,116601,14,2,3,4,2,1,0,0,50,35,0
67,5,127605,13,1,5,1,0,0,0,2174,40,0,1
22,1,47541,12,0,5,3,0,0,0,0,20,0,0
62,2,134779,12,2,3,0,0,1,4650,0,40,0,0
42,1,177937,14,0,3,0,0,0,0,0,45,0,0
53,2,114758,15,1,3,1,0,0,0,0,20,0,0
64,4,287277,4,1,4,1,0,0,0,0,40,0,0
29,2,173113,13,1,9,1,0,0,0,0,40,0,0
51,2,169785,13,3,1,0,0,1,0,0,60,0,1
64,1,280508,8,1,6,1,0,0,0,0,50,0,0
24,2,360077,6,0,3,3,0,0,0,0,40,0,1
47,2,165229,7,1,0,1,0,0,0,0,40,0,0
35,2,282753,11,1,10,1,0,0,0,0,40,0,1
31,2,308812,14,2,1,0,0,1,0,0,40,0,0
64,2,132519,8,1,2,2,1,1,0,0,40,0,0
38,2,185053,14,1,3,2,0,1,0,0,20,0,1
42,4,261899,14,1,3,1,0,0,0,0,50,0,1
46,2,119939,6,1,10,1,0,0,0,0,40,0,0
37,2,276165,8,0,0,0,0,0,0,0,40,0,0
30,2,361280,13,0,3,0,2,0,0,0,40,0,0
33,2,195770,8,1,8,1,0,0,0,0,40,0,0
52,4,289804,13,1,3,1,1,0,0,0,40,0,0
21,2,247115,8,0,0,3,1,1,0,0,60,0,0
48,3,50459,8,2,4,4,0,0,0,0,40,0,0
22,2,260617,7,1,8,1,0,0,0,0,60,0,0
20,2,155066,8,0,8,3,0,0,0,0,60,0,0
80,2,227210,13,1,1,1,0,0,9386,0,40,0,1
47,4,47270,10,4,0,4,1,1,0,0,40,0,0
35,2,111128,13,1,1,1,0,0,15024,0,65,0,1
37,2,119929,8,1,5,1,0,0,0,0,45,0,1
73,2,157248,8,6,0,0,0,1,0,0,20,0,0
45,2,174386,8,0,4,5,0,1,0,0,30,0,0
34,2,21755,8,1,7,1,3,0,0,0,63,0,0
35,2,261646,8,1,8,1,0,0,0,0,40,0,0
41,2,590204,14,1,3,2,0,1,15024,0,40,0,1
36,2,679853,8,1,10,1,1,0,0,0,40,21,0
40,2,144928,12,1,2,1,0,0,7298,0,40,0,1
27,2,110663,8,1,5,1,0,0,0,0,50,0,0
52,1,182187,8,1,6,1,1,0,0,0,40,19,1
45,2,160703,14,2,3,0,0,1,0,0,55,0,0
39,2,279323,8,1,0,1,0,0,0,0,40,0,0
30,2,131425,8,1,10,1,0,0,0,0,40,0,0
38,2,180288,12,1,5,1,0,0,0,1977,60,0,1
43,5,123490,13,1,1,1,0,0,0,0,40,0,1
20,2,421474,12,0,5,3,0,0,0,0,20,0,0
38,2,100079,15,3,3,0,2,0,27828,0,60,26,1
30,2,95639,6,0,2,5,3,0,0,0,40,0,0
30,2,169002,11,0,0,3,0,0,0,0,40,0,0
59,1,49893,8,6,10,0,0,0,0,0,24,0,0
30,3,234994,12,2,1,0,1,0,0,0,40,0,0
43,5,137232,13,3,5,4,0,1,0,0,42,0,0
49,1,27067,11,0,0,0,0,1,0,0,60,0,0
40,2,193385,9,1,3,2,2,1,0,0,40,26,0
34,2,181372,6,1,4,2,0,1,0,0,23,0,0
47,2,189143,8,2,7,0,0,0,0,0,40,0,0
57,1,115422,8,1,10,1,0,0,3137,0,40,0,0
64,1,163510,14,1,3,1,0,0,0,2415,50,0,1
35,2,241998,8,0,2,0,0,0,0,0,30,0,0
39,2,106838,12,1,5,1,0,0,4386,0,45,0,1
30,4,325658,8,1,1,1,0,0,0,0,40,0,0
71,2,244688,3,1,6,1,0,0,6514,0,40,0,1
29,2,244721,13,0,10,0,0,0,0,0,40,0,0
40,2,170721,5,1,10,1,0,0,0,0,50,0,1
39,2,105803,12,1,5,1,0,0,0,0,40,0,0
53,2,152810,13,1,3,1,0,0,0,0,40,0,1
50,2,138944,13,1,5,1,0,0,0,0,60,0,0
50,2,392668,12,1,8,1,0,0,4386,0,40,0,0
28,2,192257,13,1,3,1,0,0,0,0,40,28,0
70,5,46577,13,6,7,4,0,1,0,0,6,0,0
44,2,174325,12,1,10,1,1,0,0,0,40,0,0
41,4,307767,8,1,11,1,0,0,0,0,40,0,0
27,2,192698,12,0,0,0,0,1,0,0,40,0,0
19,2,443809,8,0,4,5,0,0,0,0,30,0,0
18,2,218100,6,0,5,3,0,1,0,0,25,0,0
20,2,123173,12,0,5,3,1,1,0,0,15,0,0
33,2,241697,12,3,5,4,3,0,0,1602,40,0,0
53,5,233149,10,1,6,1,0,0,0,0,45,0,1
56,2,357939,8,1,8,1,0,0,0,0,40,0,0
18,2,73928,8,0,5,3,2,1,0,0,20,0,0
54,0,88528,14,0,3,4,0,1,0,0,37,0,0
40,2,245073,3,0,4,0,0,0,0,0,20,0,0
45,2,148824,3,1,8,1,3,0,0,0,40,0,0
27,2,106276,8,0,0,3,0,1,0,0,40,0,0
48,2,185039,12,2,1,0,0,1,0,0,40,0,0
35,2,210310,8,1,5,1,0,0,0,0,55,0,1
27,2,150767,12,0,8,3,0,0,0,0,48,0,0
27,2,30237,8,1,5,2,0,1,0,0,45,0,0
22,2,264765,12,0,7,3,0,0,0,0,10,0,0
29,2,148069,11,0,0,0,0,1,0,0,40,0,0
51,1,168539,8,1,7,1,0,0,0,0,84,0,0
25,0,66692,13,0,5,0,0,1,0,0,40,0,0
35,2,122747,13,1,3,1,0,0,0,0,50,0,1
36,5,176289,15,0,3,0,0,1,0,0,40,0,0
57,2,238017,8,6,9,0,1,1,0,0,54,0,0
28,2,41099,12,1,5,1,0,0,0,0,40,0,0
34,2,190151,12,0,0,0,0,1,0,0,42,0,0
58,2,109159,8,6,9,4,0,1,0,0,38,0,0
37,4,176949,14,1,1,1,0,0,7688,0,55,0,1
61,2,293899,13,1,1,1,0,0,0,0,50,0,1
48,2,168262,13,1,5,1,0,0,0,0,25,0,1
64,2,208862,6,1,6,1,0,0,0,0,15,0,0
50,2,69477,5,1,7,1,0,0,0,0,45,0,0
34,2,443546,8,0,2,3,0,0,0,0,40,9,0
59,1,49996,8,6,4,0,1,1,0,0,20,0,0
75,0,220618,12,6,0,0,0,1,0,0,10,0,0
30,2,127875,13,1,0,2,0,1,0,0,40,0,0
26,2,217517,11,1,6,1,0,0,2885,0,40,0,0
20,2,162151,8,0,5,3,1,1,0,0,20,0,0
53,3,314871,12,4,0,0,1,1,0,0,40,0,0
48,4,193960,14,1,3,1,0,0,7688,0,50,0,1
33,2,198103,8,0,10,3,0,0,0,0,40,0,0
47,0,106466,12,2,10,4,0,0,0,0,40,0,0
51,2,122109,13,2,1,4,0,1,0,0,50,0,0
54,2,254152,8,1,3,1,0,0,0,0,40,0,0
51,2,249449,13,1,1,1,0,0,0,0,55,0,1
47,2,184169,13,2,0,0,0,1,0,0,35,0,0
34,5,156192,12,1,1,1,0,0,0,0,45,0,1
31,1,175509,8,2,9,0,0,0,0,0,60,0,0
42,2,297266,12,1,5,1,0,0,0,0,90,0,1
24,2,188073,12,0,0,3,1,1,0,0,40,0,0
79,2,121552,3,6,4,4,1,0,0,0,5,0,0
38,2,177134,8,1,5,2,1,1,0,0,40,0,0
67,2,127921,8,1,1,1,0,0,9386,0,40,0,1
25,2,210794,12,0,8,3,0,1,0,0,40,0,0
47,2,149366,13,1,8,1,0,0,0,0,40,30,0
47,2,158924,13,1,1,2,0,1,0,0,40,0,1
46,2,270437,8,2,1,4,0,1,0,0,40,0,0
26,2,266505,8,1,5,1,0,0,5013,0,38,0,0
32,2,37070,8,0,8,0,0,0,0,0,40,28,0
26,3,56419,9,0,3,0,2,1,0,0,20,27,0
52,2,389270,11,2,0,0,0,1,0,0,36,0,0
61,2,205266,8,1,0,1,0,0,0,0,40,0,0
46,3,104575,11,2,9,0,0,1,0,0,40,0,0
41,1,99220,12,1,8,1,0,0,0,0,40,0,0
48,2,178313,8,1,5,1,0,0,0,0,60,0,0
41,4,103614,13,1,3,1,0,0,0,0,45,0,1
47,2,114882,11,1,6,1,0,0,0,0,40,0,0
33,2,186977,8,1,6,1,0,0,0,0,40,13,0
22,2,208893,12,0,5,0,0,0,0,0,10,0,0
57,5,84231,14,1,5,1,0,0,0,1977,50,0,1
20,2,129240,12,0,5,3,0,1,0,0,30,0,0
64,2,113061,8,1,10,1,0,0,0,0,40,0,0
36,2,243409,13,1,10,1,0,0,0,0,45,0,0
40,2,77975,8,1,10,1,0,0,0,0,40,0,0
40,2,165599,8,1,5,1,0,0,4064,0,40,0,0
31,2,85374,8,0,4,0,0,0,0,0,42,0,0
32,1,45604,13,1,7,1,0,0,0,0,70,0,0
42,2,109501,2,4,2,4,0,1,0,0,40,0,0
25,2,75759,12,0,0,0,0,0,3325,0,40,0,0
27,2,144808,12,0,0,3,1,1,0,0,40,0,0
47,2,155890,13,1,3,1,0,0,7688,0,40,0,1
56,1,108496,8,1,10,1,0,0,0,0,40,0,0
31,2,101562,12,2,4,3,0,1,0,0,35,0,0
29,2,116372,13,0,5,0,0,1,0,0,50,0,1
17,2,58037,5,0,4,3,0,0,0,0,40,0,0
38,2,339025,8,1,2,1,2,0,0,1579,40,36,0
31,2,117659,6,1,6,1,0,0,0,0,40,0,1
23,2,372898,8,1,5,2,0,1,0,0,40,0,0
24,2,199426,13,0,4,3,0,1,0,0,30,0,0
25,2,36023,8,3,6,0,0,0,0,0,55,0,0
44,2,57600,12,1,0,2,0,1,0,0,38,0,0
48,2,369522,12,2,1,0,0,1,0,0,60,0,0
35,2,28572,6,0,10,0,0,0,0,0,40,0,0
35,2,215323,13,1,4,1,0,0,0,0,40,0,0
38,2,81846,14,1,3,1,2,0,0,0,40,26,0
68,2,535762,12,1,0,1,0,0,0,1844,10,0,0
59,2,239405,8,2,4,4,1,1,0,0,35,2,0
43,4,43998,13,2,3,4,0,1,0,0,50,0,0
28,2,408417,12,0,5,3,1,0,0,0,40,0,0
50,1,43705,13,2,1,0,0,0,0,0,50,0,0
45,2,176841,8,0,4,0,0,1,0,0,40,22,0
17,2,120676,6,0,5,3,0,1,0,0,16,0,0
44,4,207685,14,0,3,0,0,0,8614,0,33,0,1
26,2,157708,12,0,0,0,0,1,0,0,40,0,0
27,2,126349,12,0,5,0,0,0,0,0,49,0,0
40,2,277647,12,1,0,1,0,0,0,0,35,0,1
45,2,174426,14,1,3,1,0,0,0,0,43,0,0
43,1,37869,13,1,3,1,0,0,0,1977,40,0,1
28,2,150025,12,0,7,0,0,0,0,0,40,30,0
54,1,155496,12,0,4,4,0,1,2176,0,40,0,0
43,2,174748,13,2,1,4,1,1,7430,0,45,0,1
40,5,140915,13,1,9,1,4,0,0,0,40,23,1
19,2,187161,12,0,5,3,0,1,0,0,18,0,0
24,2,181820,12,0,7,0,0,0,0,0,45,0,0
20,2,438321,8,0,8,0,0,0,0,0,50,0,0
55,2,342121,8,0,1,0,0,0,0,0,54,0,0
39,2,135162,7,1,10,1,0,0,0,0,45,0,0
22,2,289448,10,0,0,3,2,1,0,2205,30,11,0
44,1,157237,11,1,3,1,0,0,15024,0,50,0,1
30,2,184542,12,0,0,0,0,1,0,0,40,0,0
74,2,70234,8,6,5,4,0,1,0,0,26,0,0
30,2,170412,12,2,10,0,0,0,0,0,40,0,0
31,2,171184,12,2,1,0,0,1,0,0,40,21,0
59,2,168145,8,2,10,0,0,1,0,0,40,0,0
24,2,172594,13,0,0,3,0,1,0,0,40,0,0
21,2,133582,2,0,7,0,0,0,2176,0,36,4,0
51,2,214840,12,1,10,1,0,0,0,0,48,0,1
33,2,97723,8,1,10,1,0,0,0,1672,40,0,0
51,1,318351,10,1,3,2,0,1,0,0,30,8,1
20,2,69911,12,0,5,3,0,1,0,0,15,0,0
59,2,200316,8,1,10,1,0,0,0,0,40,0,0
31,4,265426,13,0,3,3,0,1,0,0,30,0,0
39,2,66687,12,4,10,4,0,0,0,0,45,0,0
31,2,107417,12,0,3,0,0,0,0,0,40,0,0
57,2,144012,13,1,1,1,0,0,0,0,40,0,1
35,1,228493,1,1,1,1,0,0,4386,0,65,4,0
40,0,114714,15,1,1,1,2,0,0,0,40,18,1
17,2,188758,6,0,4,3,0,0,0,0,20,0,0
34,2,176862,13,0,3,0,0,0,0,0,40,0,0
33,4,107793,8,1,10,1,0,0,0,0,50,0,1
47,1,333052,13,2,1,0,0,1,0,0,5,0,0
49,2,175958,13,1,1,1,0,0,0,0,46,0,1
24,2,125012,13,3,0,3,1,1,0,0,20,0,0
28,2,135296,12,0,9,0,0,1,0,0,40,0,0
30,4,31171,12,0,10,0,0,0,0,1590,40,0,0
31,2,103860,5,0,10,0,0,0,0,0,45,0,0
40,2,90582,8,1,2,1,0,0,0,0,40,0,0
46,2,216292,8,1,5,1,0,0,0,0,45,0,0
54,4,188588,2,0,8,0,0,0,0,2001,35,0,0
50,5,193720,13,1,1,1,0,0,0,1672,48,0,0
35,2,218542,4,1,1,2,0,1,0,0,40,0,0
44,2,138845,8,1,8,1,0,0,0,0,45,0,0
46,0,86837,12,3,0,0,2,0,0,0,50,11,0
22,0,125010,13,0,3,3,0,1,0,0,20,0,0
38,2,50149,12,0,4,0,0,1,0,0,30,0,0
46,2,241350,12,0,1,0,0,0,8614,0,50,0,1
81,2,39895,3,6,1,0,0,1,0,0,2,0,0
36,1,258289,8,0,10,3,0,0,0,0,35,0,0
28,1,183151,8,1,10,1,0,0,0,0,40,0,1
51,2,192236,12,1,2,1,0,0,3464,0,48,0,0
45,2,105381,12,2,8,0,0,1,0,0,40,0,0
40,2,235786,8,4,10,0,0,0,0,0,40,0,0
44,2,118947,14,1,5,1,0,0,0,0,44,0,1
35,2,168817,8,0,8,3,0,0,0,0,40,0,0
34,2,24361,13,0,3,0,0,1,0,0,40,0,0
25,2,321223,12,2,4,0,0,1,0,0,20,0,0
66,2,146810,8,1,6,1,0,0,0,0,24,0,0
30,4,94041,13,0,9,0,0,0,3325,0,35,0,0
40,1,814850,4,2,4,0,3,1,0,0,20,0,0
43,2,331649,13,1,6,1,0,0,0,0,45,0,0
43,2,209894,12,2,4,4,0,1,0,0,38,0,0
44,2,229954,10,6,0,4,0,1,0,0,40,0,0
48,2,287547,12,2,3,4,0,1,0,0,40,0,0
42,2,184018,14,1,5,1,0,0,0,0,45,0,1
25,2,332409,11,1,10,1,0,0,0,0,40,0,1
33,4,113364,8,1,4,1,0,0,0,0,40,0,0
28,0,134813,13,0,3,0,0,0,0,0,65,0,1
24,2,273049,13,0,1,0,0,0,0,0,42,0,0
29,2,334277,13,0,5,0,0,0,0,0,45,0,0
51,0,196395,8,1,3,1,1,0,0,0,60,0,1
47,2,138069,12,1,10,1,0,0,0,0,40,0,0
45,2,358259,12,0,10,0,0,0,0,0,50,0,0
36,2,362067,11,4,0,4,1,1,0,0,40,0,0
54,2,209947,6,1,6,1,0,0,0,0,42,0,0
23,2,122244,12,0,9,3,0,1,0,0,40,0,0
36,2,116546,8,1,4,1,0,0,0,0,40,0,0
44,2,213934,8,1,10,1,0,0,2829,0,42,0,0
27,4,24988,11,0,9,0,0,1,0,1564,72,0,1
53,2,157229,10,1,5,2,2,1,0,0,40,3,0
30,2,162442,12,0,10,3,0,1,0,0,40,0,0
67,3,231604,8,0,0,0,0,0,0,0,40,0,1
24,2,187031,14,0,5,4,1,1,0,0,38,0,0
33,2,172714,11,1,10,1,0,0,0,0,40,0,0
29,1,198286,13,0,3,0,0,1,0,0,40,0,0
51,1,220001,13,2,5,4,0,1,0,0,40,0,0
44,2,262656,8,0,4,4,1,0,0,0,32,0,0
27,2,203776,6,1,8,1,0,0,0,0,40,0,0
36,2,193815,12,1,10,1,0,0,0,0,50,0,1
57,4,173242,13,2,3,0,0,1,0,0,35,0,0
43,2,108126,8,2,4,4,0,1,0,1762,24,0,0
62,2,199021,8,3,10,0,0,0,0,0,54,0,0
53,2,92968,10,4,1,4,0,1,0,0,40,0,0
44,2,173682,8,2,6,0,0,0,0,0,40,0,0
44,4,277533,12,1,11,1,0,0,0,0,40,0,1
22,2,90896,12,0,5,3,0,1,0,0,40,0,0
57,5,212600,13,1,1,1,0,0,0,1977,40,0,1
52,2,261671,8,1,8,1,2,0,0,0,40,36,0
66,2,86321,8,6,6,0,0,0,0,0,22,0,0
37,1,119992,8,1,7,1,0,0,0,0,99,0,0
33,2,427812,4,1,2,1,0,0,0,0,40,5,0
34,2,55849,8,1,1,1,0,0,7298,0,50,0,1
23,2,271354,8,1,6,1,0,0,0,1902,50,0,1
36,2,131239,8,0,10,5,0,0,0,0,40,0,0
50,0,139157,14,2,3,0,0,0,0,0,60,0,1
39,0,305541,8,0,4,4,0,1,0,0,55,0,0
50,2,151159,11,1,4,1,0,0,0,0,55,0,0
23,2,84726,10,1,7,2,0,1,0,0,45,9,0
39,4,364782,12,1,11,1,0,0,0,0,40,0,1
43,2,137304,13,1,9,2,1,1,0,0,40,0,1
23,2,197613,13,0,0,0,0,1,0,0,40,0,0
44,5,171615,9,1,3,1,0,0,0,0,55,0,1
57,1,105824,6,1,7,1,0,0,0,0,99,0,0
47,4,250745,8,2,4,3,0,1,0,0,32,0,0
28,2,352451,3,4,8,4,1,1,0,0,40,0,0
17,2,123947,6,0,2,3,0,0,0,0,15,0,0
43,2,178983,14,4,5,4,0,1,6497,0,50,0,0
47,2,101299,13,1,1,1,0,0,0,0,50,0,1
53,5,124993,5,1,1,1,0,0,0,0,60,0,0
26,2,178478,12,0,5,3,0,1,0,0,40,0,0
46,2,67001,15,1,3,1,0,0,0,0,40,0,1
20,2,97295,12,0,0,0,0,1,0,0,25,0,0
48,4,169515,13,2,11,0,1,1,0,0,43,0,1
49,2,121253,8,2,1,0,0,1,0,1564,40,0,1
52,3,35546,8,1,9,1,0,0,0,0,40,0,0
35,2,111635,8,1,4,1,0,0,0,0,40,0,0
51,2,207419,8,2,10,0,0,0,0,0,60,0,0
31,2,143083,14,1,1,2,0,1,0,0,40,0,1
42,1,248094,8,1,7,1,0,0,0,0,50,0,0
41,2,170685,12,2,5,4,0,0,0,0,46,0,0
46,2,116143,13,1,7,1,0,0,0,0,40,0,0
25,2,223426,11,0,5,0,0,0,0,0,65,8,1
23,2,370548,8,1,2,1,0,0,0,0,27,0,0
43,2,245525,13,1,2,1,0,0,0,0,38,0,0
41,2,408229,12,0,0,0,0,0,0,0,15,0,0
29,4,181434,13,1,3,1,0,0,7298,0,40,0,1
27,2,213225,13,1,3,2,0,1,7298,0,45,7,1
24,2,199915,13,0,5,3,0,1,0,0,35,0,0
44,4,143104,12,1,1,2,0,1,0,0,38,0,1
31,2,874728,8,0,0,5,1,0,0,0,40,0,0
43,2,27661,12,0,10,0,0,0,0,0,40,0,0
41,4,216116,8,2,11,4,1,1,0,0,40,0,1
43,2,193882,12,1,6,1,0,0,0,0,50,0,0
50,1,98180,12,1,5,1,0,0,99999,0,45,0,1
70,1,92353,6,1,7,1,0,0,0,0,40,0,0
78,1,184762,8,1,7,1,0,0,3471,0,50,0,0
26,2,128777,12,0,5,5,1,1,0,0,40,0,0
73,2,108098,8,2,0,0,0,1,0,0,32,0,0
47,2,233511,8,2,1,0,0,0,0,0,40,0,0
39,2,223792,8,1,8,1,0,0,0,0,40,0,1
61,2,43904,8,2,4,0,1,0,0,0,40,0,0
45,2,239864,8,0,0,3,0,0,0,0,40,0,0
47,2,159075,8,2,5,0,0,0,0,0,40,0,0
38,1,103474,13,0,4,3,0,1,0,0,20,0,0
21,2,90896,8,0,8,3,0,1,0,0,40,0,0
46,2,145290,11,1,5,1,0,0,0,0,40,0,1
23,2,155818,13,0,0,3,0,1,0,0,40,0,0
28,1,35864,12,1,1,1,4,0,0,0,70,10,1
18,2,394954,12,0,0,0,0,1,0,0,40,0,0
50,0,34637,4,1,3,1,0,0,0,2002,40,0,0
34,2,38223,11,1,10,1,0,0,0,0,40,0,0
30,2,352105,13,0,3,0,1,1,0,0,40,0,0
53,2,291096,1,2,8,0,0,0,0,0,40,0,0
63,1,144391,13,1,7,1,0,0,0,0,20,0,0
62,2,44013,8,1,10,1,0,0,0,0,40,0,0
28,2,134890,8,0,6,3,0,0,0,0,40,0,0
39,1,497525,5,4,10,0,1,0,0,0,40,0,0
28,2,195520,12,0,6,3,0,0,0,0,20,0,0
44,1,35166,12,1,7,1,0,0,0,0,75,0,0
26,2,180514,13,0,10,0,1,0,0,0,40,0,0
32,2,262153,6,3,10,3,0,0,0,0,40,0,0
39,4,91039,14,1,1,1,0,0,0,0,45,0,0
27,2,125791,13,0,3,5,0,1,0,0,15,0,0
31,2,337505,9,1,3,1,2,0,0,0,40,28,0
61,2,258775,8,1,11,1,0,0,4386,0,40,0,1
32,2,153152,5,1,4,1,0,0,0,2051,38,0,0
24,1,434102,6,0,3,0,0,1,0,0,3,0,0
39,2,342768,12,1,6,1,0,0,0,0,40,0,1
29,2,160786,12,1,8,1,0,0,0,0,46,0,0
52,2,279440,8,1,1,1,0,0,5178,0,40,0,1
26,1,67240,8,0,2,0,0,0,0,0,35,0,0
30,2,196963,10,0,9,3,0,1,0,0,15,0,0
70,2,115239,8,1,0,1,0,0,0,0,30,0,0
29,2,133937,8,0,2,3,0,0,0,0,30,0,0
32,2,31714,12,2,0,5,0,1,4865,0,40,0,0
